"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"25/02/2023 03:00:00 - 25/02/2023 04:00:00","BZN|FI","Without Sequence","23.11","",""
"25/02/2023 04:00:00 - 25/02/2023 05:00:00","BZN|FI","Without Sequence","23.28","",""
"25/02/2023 05:00:00 - 25/02/2023 06:00:00","BZN|FI","Without Sequence","23.74","",""
"25/02/2023 06:00:00 - 25/02/2023 07:00:00","BZN|FI","Without Sequence","24.42","",""
"25/02/2023 07:00:00 - 25/02/2023 08:00:00","BZN|FI","Without Sequence","28.00","",""
"25/02/2023 08:00:00 - 25/02/2023 09:00:00","BZN|FI","Without Sequence","32.89","",""
"25/02/2023 09:00:00 - 25/02/2023 10:00:00","BZN|FI","Without Sequence","47.64","",""
"25/02/2023 10:00:00 - 25/02/2023 11:00:00","BZN|FI","Without Sequence","58.61","",""
"25/02/2023 11:00:00 - 25/02/2023 12:00:00","BZN|FI","Without Sequence","55.68","",""
"25/02/2023 12:00:00 - 25/02/2023 13:00:00","BZN|FI","Without Sequence","49.97","",""
"25/02/2023 13:00:00 - 25/02/2023 14:00:00","BZN|FI","Without Sequence","44.99","",""
"25/02/2023 14:00:00 - 25/02/2023 15:00:00","BZN|FI","Without Sequence","49.99","",""
"25/02/2023 15:00:00 - 25/02/2023 16:00:00","BZN|FI","Without Sequence","59.81","",""
"25/02/2023 16:00:00 - 25/02/2023 17:00:00","BZN|FI","Without Sequence","57.11","",""
"25/02/2023 17:00:00 - 25/02/2023 18:00:00","BZN|FI","Without Sequence","60.26","",""
"25/02/2023 18:00:00 - 25/02/2023 19:00:00","BZN|FI","Without Sequence","60.94","",""
"25/02/2023 19:00:00 - 25/02/2023 20:00:00","BZN|FI","Without Sequence","74.92","",""
"25/02/2023 20:00:00 - 25/02/2023 21:00:00","BZN|FI","Without Sequence","54.64","",""
"25/02/2023 21:00:00 - 25/02/2023 22:00:00","BZN|FI","Without Sequence","64.40","",""
"25/02/2023 22:00:00 - 25/02/2023 23:00:00","BZN|FI","Without Sequence","70.11","",""
"25/02/2023 23:00:00 - 26/02/2023 00:00:00","BZN|FI","Without Sequence","50.03","",""
"26/02/2023 00:00:00 - 26/02/2023 01:00:00","BZN|FI","Without Sequence","83.26","",""
"26/02/2023 01:00:00 - 26/02/2023 02:00:00","BZN|FI","Without Sequence","61.52","",""
"26/02/2023 02:00:00 - 26/02/2023 03:00:00","BZN|FI","Without Sequence","50.64","",""
"26/02/2023 03:00:00 - 26/02/2023 04:00:00","BZN|FI","Without Sequence","51.28","",""
"26/02/2023 04:00:00 - 26/02/2023 05:00:00","BZN|FI","Without Sequence","55.04","",""
"26/02/2023 05:00:00 - 26/02/2023 06:00:00","BZN|FI","Without Sequence","48.85","",""
"26/02/2023 06:00:00 - 26/02/2023 07:00:00","BZN|FI","Without Sequence","49.88","",""
"26/02/2023 07:00:00 - 26/02/2023 08:00:00","BZN|FI","Without Sequence","61.43","",""
"26/02/2023 08:00:00 - 26/02/2023 09:00:00","BZN|FI","Without Sequence","99.94","",""
"26/02/2023 09:00:00 - 26/02/2023 10:00:00","BZN|FI","Without Sequence","92.87","",""
"26/02/2023 10:00:00 - 26/02/2023 11:00:00","BZN|FI","Without Sequence","97.41","",""
"26/02/2023 11:00:00 - 26/02/2023 12:00:00","BZN|FI","Without Sequence","93.16","",""
"26/02/2023 12:00:00 - 26/02/2023 13:00:00","BZN|FI","Without Sequence","84.44","",""
"26/02/2023 13:00:00 - 26/02/2023 14:00:00","BZN|FI","Without Sequence","55.31","",""
"26/02/2023 14:00:00 - 26/02/2023 15:00:00","BZN|FI","Without Sequence","54.59","",""
"26/02/2023 15:00:00 - 26/02/2023 16:00:00","BZN|FI","Without Sequence","86.40","",""
"26/02/2023 16:00:00 - 26/02/2023 17:00:00","BZN|FI","Without Sequence","98.92","",""
"26/02/2023 17:00:00 - 26/02/2023 18:00:00","BZN|FI","Without Sequence","129.90","",""
"26/02/2023 18:00:00 - 26/02/2023 19:00:00","BZN|FI","Without Sequence","153.70","",""
"26/02/2023 19:00:00 - 26/02/2023 20:00:00","BZN|FI","Without Sequence","118.91","",""
"26/02/2023 20:00:00 - 26/02/2023 21:00:00","BZN|FI","Without Sequence","113.79","",""
"26/02/2023 21:00:00 - 26/02/2023 22:00:00","BZN|FI","Without Sequence","110.02","",""
"26/02/2023 22:00:00 - 26/02/2023 23:00:00","BZN|FI","Without Sequence","96.27","",""
"26/02/2023 23:00:00 - 27/02/2023 00:00:00","BZN|FI","Without Sequence","63.96","",""
"27/02/2023 00:00:00 - 27/02/2023 01:00:00","BZN|FI","Without Sequence","65.93","",""
"27/02/2023 01:00:00 - 27/02/2023 02:00:00","BZN|FI","Without Sequence","66.32","",""
"27/02/2023 02:00:00 - 27/02/2023 03:00:00","BZN|FI","Without Sequence","65.01","",""
"27/02/2023 03:00:00 - 27/02/2023 04:00:00","BZN|FI","Without Sequence","72.70","",""
"27/02/2023 04:00:00 - 27/02/2023 05:00:00","BZN|FI","Without Sequence","93.72","",""
"27/02/2023 05:00:00 - 27/02/2023 06:00:00","BZN|FI","Without Sequence","134.94","",""
"27/02/2023 06:00:00 - 27/02/2023 07:00:00","BZN|FI","Without Sequence","164.23","",""
"27/02/2023 07:00:00 - 27/02/2023 08:00:00","BZN|FI","Without Sequence","134.23","",""
"27/02/2023 08:00:00 - 27/02/2023 09:00:00","BZN|FI","Without Sequence","180.00","",""
"27/02/2023 09:00:00 - 27/02/2023 10:00:00","BZN|FI","Without Sequence","118.27","",""
"27/02/2023 10:00:00 - 27/02/2023 11:00:00","BZN|FI","Without Sequence","115.20","",""
"27/02/2023 11:00:00 - 27/02/2023 12:00:00","BZN|FI","Without Sequence","111.99","",""
"27/02/2023 12:00:00 - 27/02/2023 13:00:00","BZN|FI","Without Sequence","108.77","",""
"27/02/2023 13:00:00 - 27/02/2023 14:00:00","BZN|FI","Without Sequence","104.35","",""
"27/02/2023 14:00:00 - 27/02/2023 15:00:00","BZN|FI","Without Sequence","56.27","",""
"27/02/2023 15:00:00 - 27/02/2023 16:00:00","BZN|FI","Without Sequence","33.27","",""
"27/02/2023 16:00:00 - 27/02/2023 17:00:00","BZN|FI","Without Sequence","30.00","",""
"27/02/2023 17:00:00 - 27/02/2023 18:00:00","BZN|FI","Without Sequence","34.99","",""
"27/02/2023 18:00:00 - 27/02/2023 19:00:00","BZN|FI","Without Sequence","34.81","",""
"27/02/2023 19:00:00 - 27/02/2023 20:00:00","BZN|FI","Without Sequence","27.77","",""
"27/02/2023 20:00:00 - 27/02/2023 21:00:00","BZN|FI","Without Sequence","26.95","",""
"27/02/2023 21:00:00 - 27/02/2023 22:00:00","BZN|FI","Without Sequence","26.29","",""
"27/02/2023 22:00:00 - 27/02/2023 23:00:00","BZN|FI","Without Sequence","23.88","",""
"27/02/2023 23:00:00 - 28/02/2023 00:00:00","BZN|FI","Without Sequence","23.10","",""
"28/02/2023 00:00:00 - 28/02/2023 01:00:00","BZN|FI","Without Sequence","22.14","",""
"28/02/2023 01:00:00 - 28/02/2023 02:00:00","BZN|FI","Without Sequence","22.50","",""
"28/02/2023 02:00:00 - 28/02/2023 03:00:00","BZN|FI","Without Sequence","23.07","",""
"28/02/2023 03:00:00 - 28/02/2023 04:00:00","BZN|FI","Without Sequence","23.47","",""
"28/02/2023 04:00:00 - 28/02/2023 05:00:00","BZN|FI","Without Sequence","26.43","",""
"28/02/2023 05:00:00 - 28/02/2023 06:00:00","BZN|FI","Without Sequence","28.47","",""
"28/02/2023 06:00:00 - 28/02/2023 07:00:00","BZN|FI","Without Sequence","29.20","",""
"28/02/2023 07:00:00 - 28/02/2023 08:00:00","BZN|FI","Without Sequence","39.54","",""
"28/02/2023 08:00:00 - 28/02/2023 09:00:00","BZN|FI","Without Sequence","44.99","",""
"28/02/2023 09:00:00 - 28/02/2023 10:00:00","BZN|FI","Without Sequence","44.10","",""
"28/02/2023 10:00:00 - 28/02/2023 11:00:00","BZN|FI","Without Sequence","44.99","",""
"28/02/2023 11:00:00 - 28/02/2023 12:00:00","BZN|FI","Without Sequence","39.98","",""
"28/02/2023 12:00:00 - 28/02/2023 13:00:00","BZN|FI","Without Sequence","35.94","",""
"28/02/2023 13:00:00 - 28/02/2023 14:00:00","BZN|FI","Without Sequence","29.74","",""
"28/02/2023 14:00:00 - 28/02/2023 15:00:00","BZN|FI","Without Sequence","29.00","",""
"28/02/2023 15:00:00 - 28/02/2023 16:00:00","BZN|FI","Without Sequence","28.16","",""
"28/02/2023 16:00:00 - 28/02/2023 17:00:00","BZN|FI","Without Sequence","30.63","",""
"28/02/2023 17:00:00 - 28/02/2023 18:00:00","BZN|FI","Without Sequence","42.14","",""
"28/02/2023 18:00:00 - 28/02/2023 19:00:00","BZN|FI","Without Sequence","48.91","",""
"28/02/2023 19:00:00 - 28/02/2023 20:00:00","BZN|FI","Without Sequence","40.91","",""
"28/02/2023 20:00:00 - 28/02/2023 21:00:00","BZN|FI","Without Sequence","29.03","",""
"28/02/2023 21:00:00 - 28/02/2023 22:00:00","BZN|FI","Without Sequence","28.69","",""
"28/02/2023 22:00:00 - 28/02/2023 23:00:00","BZN|FI","Without Sequence","27.61","",""
"28/02/2023 23:00:00 - 01/03/2023 00:00:00","BZN|FI","Without Sequence","25.07","",""
"01/03/2023 00:00:00 - 01/03/2023 01:00:00","BZN|FI","Without Sequence","26.91","",""
"01/03/2023 01:00:00 - 01/03/2023 02:00:00","BZN|FI","Without Sequence","25.47","",""
"01/03/2023 02:00:00 - 01/03/2023 03:00:00","BZN|FI","Without Sequence","25.54","",""
"01/03/2023 03:00:00 - 01/03/2023 04:00:00","BZN|FI","Without Sequence","26.01","",""
"01/03/2023 04:00:00 - 01/03/2023 05:00:00","BZN|FI","Without Sequence","28.04","",""
"01/03/2023 05:00:00 - 01/03/2023 06:00:00","BZN|FI","Without Sequence","36.02","",""
"01/03/2023 06:00:00 - 01/03/2023 07:00:00","BZN|FI","Without Sequence","108.33","",""
"01/03/2023 07:00:00 - 01/03/2023 08:00:00","BZN|FI","Without Sequence","150.06","",""
"01/03/2023 08:00:00 - 01/03/2023 09:00:00","BZN|FI","Without Sequence","180.07","",""
"01/03/2023 09:00:00 - 01/03/2023 10:00:00","BZN|FI","Without Sequence","143.00","",""
"01/03/2023 10:00:00 - 01/03/2023 11:00:00","BZN|FI","Without Sequence","117.88","",""
"01/03/2023 11:00:00 - 01/03/2023 12:00:00","BZN|FI","Without Sequence","115.04","",""
"01/03/2023 12:00:00 - 01/03/2023 13:00:00","BZN|FI","Without Sequence","112.20","",""
"01/03/2023 13:00:00 - 01/03/2023 14:00:00","BZN|FI","Without Sequence","110.81","",""
"01/03/2023 14:00:00 - 01/03/2023 15:00:00","BZN|FI","Without Sequence","111.81","",""
"01/03/2023 15:00:00 - 01/03/2023 16:00:00","BZN|FI","Without Sequence","114.13","",""
"01/03/2023 16:00:00 - 01/03/2023 17:00:00","BZN|FI","Without Sequence","115.26","",""
"01/03/2023 17:00:00 - 01/03/2023 18:00:00","BZN|FI","Without Sequence","117.20","",""
"01/03/2023 18:00:00 - 01/03/2023 19:00:00","BZN|FI","Without Sequence","117.08","",""
"01/03/2023 19:00:00 - 01/03/2023 20:00:00","BZN|FI","Without Sequence","71.10","",""
"01/03/2023 20:00:00 - 01/03/2023 21:00:00","BZN|FI","Without Sequence","31.44","",""
"01/03/2023 21:00:00 - 01/03/2023 22:00:00","BZN|FI","Without Sequence","27.11","",""
"01/03/2023 22:00:00 - 01/03/2023 23:00:00","BZN|FI","Without Sequence","22.74","",""
"01/03/2023 23:00:00 - 02/03/2023 00:00:00","BZN|FI","Without Sequence","21.27","",""
"02/03/2023 00:00:00 - 02/03/2023 01:00:00","BZN|FI","Without Sequence","16.86","",""
"02/03/2023 01:00:00 - 02/03/2023 02:00:00","BZN|FI","Without Sequence","12.89","",""
"02/03/2023 02:00:00 - 02/03/2023 03:00:00","BZN|FI","Without Sequence","10.46","",""
"02/03/2023 03:00:00 - 02/03/2023 04:00:00","BZN|FI","Without Sequence","12.65","",""
"02/03/2023 04:00:00 - 02/03/2023 05:00:00","BZN|FI","Without Sequence","17.49","",""
"02/03/2023 05:00:00 - 02/03/2023 06:00:00","BZN|FI","Without Sequence","22.05","",""
"02/03/2023 06:00:00 - 02/03/2023 07:00:00","BZN|FI","Without Sequence","23.84","",""
"02/03/2023 07:00:00 - 02/03/2023 08:00:00","BZN|FI","Without Sequence","26.11","",""
"02/03/2023 08:00:00 - 02/03/2023 09:00:00","BZN|FI","Without Sequence","32.16","",""
"02/03/2023 09:00:00 - 02/03/2023 10:00:00","BZN|FI","Without Sequence","29.99","",""
"02/03/2023 10:00:00 - 02/03/2023 11:00:00","BZN|FI","Without Sequence","25.28","",""
"02/03/2023 11:00:00 - 02/03/2023 12:00:00","BZN|FI","Without Sequence","24.21","",""
"02/03/2023 12:00:00 - 02/03/2023 13:00:00","BZN|FI","Without Sequence","23.78","",""
"02/03/2023 13:00:00 - 02/03/2023 14:00:00","BZN|FI","Without Sequence","23.55","",""
"02/03/2023 14:00:00 - 02/03/2023 15:00:00","BZN|FI","Without Sequence","23.19","",""
"02/03/2023 15:00:00 - 02/03/2023 16:00:00","BZN|FI","Without Sequence","22.64","",""
"02/03/2023 16:00:00 - 02/03/2023 17:00:00","BZN|FI","Without Sequence","22.76","",""
"02/03/2023 17:00:00 - 02/03/2023 18:00:00","BZN|FI","Without Sequence","23.47","",""
"02/03/2023 18:00:00 - 02/03/2023 19:00:00","BZN|FI","Without Sequence","23.59","",""
"02/03/2023 19:00:00 - 02/03/2023 20:00:00","BZN|FI","Without Sequence","23.63","",""
"02/03/2023 20:00:00 - 02/03/2023 21:00:00","BZN|FI","Without Sequence","22.77","",""
"02/03/2023 21:00:00 - 02/03/2023 22:00:00","BZN|FI","Without Sequence","23.32","",""
"02/03/2023 22:00:00 - 02/03/2023 23:00:00","BZN|FI","Without Sequence","23.00","",""
"02/03/2023 23:00:00 - 03/03/2023 00:00:00","BZN|FI","Without Sequence","22.54","",""
"03/03/2023 00:00:00 - 03/03/2023 01:00:00","BZN|FI","Without Sequence","21.53","",""
"03/03/2023 01:00:00 - 03/03/2023 02:00:00","BZN|FI","Without Sequence","21.54","",""
"03/03/2023 02:00:00 - 03/03/2023 03:00:00","BZN|FI","Without Sequence","22.00","",""
"03/03/2023 03:00:00 - 03/03/2023 04:00:00","BZN|FI","Without Sequence","22.52","",""
"03/03/2023 04:00:00 - 03/03/2023 05:00:00","BZN|FI","Without Sequence","23.49","",""
"03/03/2023 05:00:00 - 03/03/2023 06:00:00","BZN|FI","Without Sequence","26.17","",""
"03/03/2023 06:00:00 - 03/03/2023 07:00:00","BZN|FI","Without Sequence","63.93","",""
"03/03/2023 07:00:00 - 03/03/2023 08:00:00","BZN|FI","Without Sequence","115.77","",""
"03/03/2023 08:00:00 - 03/03/2023 09:00:00","BZN|FI","Without Sequence","116.93","",""
"03/03/2023 09:00:00 - 03/03/2023 10:00:00","BZN|FI","Without Sequence","115.98","",""
"03/03/2023 10:00:00 - 03/03/2023 11:00:00","BZN|FI","Without Sequence","127.98","",""
"03/03/2023 11:00:00 - 03/03/2023 12:00:00","BZN|FI","Without Sequence","118.19","",""
"03/03/2023 12:00:00 - 03/03/2023 13:00:00","BZN|FI","Without Sequence","111.94","",""
"03/03/2023 13:00:00 - 03/03/2023 14:00:00","BZN|FI","Without Sequence","104.21","",""
"03/03/2023 14:00:00 - 03/03/2023 15:00:00","BZN|FI","Without Sequence","105.09","",""
"03/03/2023 15:00:00 - 03/03/2023 16:00:00","BZN|FI","Without Sequence","121.30","",""
"03/03/2023 16:00:00 - 03/03/2023 17:00:00","BZN|FI","Without Sequence","149.56","",""
"03/03/2023 17:00:00 - 03/03/2023 18:00:00","BZN|FI","Without Sequence","166.57","",""
"03/03/2023 18:00:00 - 03/03/2023 19:00:00","BZN|FI","Without Sequence","165.00","",""
"03/03/2023 19:00:00 - 03/03/2023 20:00:00","BZN|FI","Without Sequence","101.76","",""
"03/03/2023 20:00:00 - 03/03/2023 21:00:00","BZN|FI","Without Sequence","40.27","",""
"03/03/2023 21:00:00 - 03/03/2023 22:00:00","BZN|FI","Without Sequence","40.08","",""
"03/03/2023 22:00:00 - 03/03/2023 23:00:00","BZN|FI","Without Sequence","33.34","",""
"03/03/2023 23:00:00 - 04/03/2023 00:00:00","BZN|FI","Without Sequence","21.56","",""
"04/03/2023 00:00:00 - 04/03/2023 01:00:00","BZN|FI","Without Sequence","44.36","",""
"04/03/2023 01:00:00 - 04/03/2023 02:00:00","BZN|FI","Without Sequence","27.64","",""
"04/03/2023 02:00:00 - 04/03/2023 03:00:00","BZN|FI","Without Sequence","24.17","",""
"04/03/2023 03:00:00 - 04/03/2023 04:00:00","BZN|FI","Without Sequence","24.74","",""
"04/03/2023 04:00:00 - 04/03/2023 05:00:00","BZN|FI","Without Sequence","25.56","",""
"04/03/2023 05:00:00 - 04/03/2023 06:00:00","BZN|FI","Without Sequence","27.64","",""
"04/03/2023 06:00:00 - 04/03/2023 07:00:00","BZN|FI","Without Sequence","29.70","",""
"04/03/2023 07:00:00 - 04/03/2023 08:00:00","BZN|FI","Without Sequence","40.40","",""
"04/03/2023 08:00:00 - 04/03/2023 09:00:00","BZN|FI","Without Sequence","60.00","",""
"04/03/2023 09:00:00 - 04/03/2023 10:00:00","BZN|FI","Without Sequence","73.94","",""
"04/03/2023 10:00:00 - 04/03/2023 11:00:00","BZN|FI","Without Sequence","73.94","",""
"04/03/2023 11:00:00 - 04/03/2023 12:00:00","BZN|FI","Without Sequence","74.30","",""
"04/03/2023 12:00:00 - 04/03/2023 13:00:00","BZN|FI","Without Sequence","95.84","",""
"04/03/2023 13:00:00 - 04/03/2023 14:00:00","BZN|FI","Without Sequence","93.27","",""
"04/03/2023 14:00:00 - 04/03/2023 15:00:00","BZN|FI","Without Sequence","96.76","",""
"04/03/2023 15:00:00 - 04/03/2023 16:00:00","BZN|FI","Without Sequence","103.01","",""
"04/03/2023 16:00:00 - 04/03/2023 17:00:00","BZN|FI","Without Sequence","108.94","",""
"04/03/2023 17:00:00 - 04/03/2023 18:00:00","BZN|FI","Without Sequence","136.64","",""
"04/03/2023 18:00:00 - 04/03/2023 19:00:00","BZN|FI","Without Sequence","148.02","",""
"04/03/2023 19:00:00 - 04/03/2023 20:00:00","BZN|FI","Without Sequence","141.52","",""
"04/03/2023 20:00:00 - 04/03/2023 21:00:00","BZN|FI","Without Sequence","122.99","",""
"04/03/2023 21:00:00 - 04/03/2023 22:00:00","BZN|FI","Without Sequence","114.88","",""
"04/03/2023 22:00:00 - 04/03/2023 23:00:00","BZN|FI","Without Sequence","112.53","",""
"04/03/2023 23:00:00 - 05/03/2023 00:00:00","BZN|FI","Without Sequence","105.81","",""
"05/03/2023 00:00:00 - 05/03/2023 01:00:00","BZN|FI","Without Sequence","104.87","",""
"05/03/2023 01:00:00 - 05/03/2023 02:00:00","BZN|FI","Without Sequence","103.08","",""
"05/03/2023 02:00:00 - 05/03/2023 03:00:00","BZN|FI","Without Sequence","102.10","",""
"05/03/2023 03:00:00 - 05/03/2023 04:00:00","BZN|FI","Without Sequence","103.99","",""
"05/03/2023 04:00:00 - 05/03/2023 05:00:00","BZN|FI","Without Sequence","101.23","",""
"05/03/2023 05:00:00 - 05/03/2023 06:00:00","BZN|FI","Without Sequence","102.12","",""
"05/03/2023 06:00:00 - 05/03/2023 07:00:00","BZN|FI","Without Sequence","101.46","",""
"05/03/2023 07:00:00 - 05/03/2023 08:00:00","BZN|FI","Without Sequence","105.78","",""
"05/03/2023 08:00:00 - 05/03/2023 09:00:00","BZN|FI","Without Sequence","108.00","",""
"05/03/2023 09:00:00 - 05/03/2023 10:00:00","BZN|FI","Without Sequence","107.73","",""
"05/03/2023 10:00:00 - 05/03/2023 11:00:00","BZN|FI","Without Sequence","105.18","",""
"05/03/2023 11:00:00 - 05/03/2023 12:00:00","BZN|FI","Without Sequence","106.80","",""
"05/03/2023 12:00:00 - 05/03/2023 13:00:00","BZN|FI","Without Sequence","106.83","",""
"05/03/2023 13:00:00 - 05/03/2023 14:00:00","BZN|FI","Without Sequence","107.05","",""
"05/03/2023 14:00:00 - 05/03/2023 15:00:00","BZN|FI","Without Sequence","106.80","",""
"05/03/2023 15:00:00 - 05/03/2023 16:00:00","BZN|FI","Without Sequence","111.04","",""
"05/03/2023 16:00:00 - 05/03/2023 17:00:00","BZN|FI","Without Sequence","115.36","",""
"05/03/2023 17:00:00 - 05/03/2023 18:00:00","BZN|FI","Without Sequence","145.14","",""
"05/03/2023 18:00:00 - 05/03/2023 19:00:00","BZN|FI","Without Sequence","166.47","",""
"05/03/2023 19:00:00 - 05/03/2023 20:00:00","BZN|FI","Without Sequence","170.14","",""
"05/03/2023 20:00:00 - 05/03/2023 21:00:00","BZN|FI","Without Sequence","147.67","",""
"05/03/2023 21:00:00 - 05/03/2023 22:00:00","BZN|FI","Without Sequence","144.99","",""
"05/03/2023 22:00:00 - 05/03/2023 23:00:00","BZN|FI","Without Sequence","136.97","",""
"05/03/2023 23:00:00 - 06/03/2023 00:00:00","BZN|FI","Without Sequence","117.72","",""
"06/03/2023 00:00:00 - 06/03/2023 01:00:00","BZN|FI","Without Sequence","130.60","",""
"06/03/2023 01:00:00 - 06/03/2023 02:00:00","BZN|FI","Without Sequence","122.08","",""
"06/03/2023 02:00:00 - 06/03/2023 03:00:00","BZN|FI","Without Sequence","120.30","",""
"06/03/2023 03:00:00 - 06/03/2023 04:00:00","BZN|FI","Without Sequence","120.17","",""
"06/03/2023 04:00:00 - 06/03/2023 05:00:00","BZN|FI","Without Sequence","122.41","",""
"06/03/2023 05:00:00 - 06/03/2023 06:00:00","BZN|FI","Without Sequence","137.44","",""
"06/03/2023 06:00:00 - 06/03/2023 07:00:00","BZN|FI","Without Sequence","159.80","",""
"06/03/2023 07:00:00 - 06/03/2023 08:00:00","BZN|FI","Without Sequence","185.00","",""
"06/03/2023 08:00:00 - 06/03/2023 09:00:00","BZN|FI","Without Sequence","217.09","",""
"06/03/2023 09:00:00 - 06/03/2023 10:00:00","BZN|FI","Without Sequence","189.99","",""
"06/03/2023 10:00:00 - 06/03/2023 11:00:00","BZN|FI","Without Sequence","170.26","",""
"06/03/2023 11:00:00 - 06/03/2023 12:00:00","BZN|FI","Without Sequence","160.84","",""
"06/03/2023 12:00:00 - 06/03/2023 13:00:00","BZN|FI","Without Sequence","149.92","",""
"06/03/2023 13:00:00 - 06/03/2023 14:00:00","BZN|FI","Without Sequence","144.95","",""
"06/03/2023 14:00:00 - 06/03/2023 15:00:00","BZN|FI","Without Sequence","144.30","",""
"06/03/2023 15:00:00 - 06/03/2023 16:00:00","BZN|FI","Without Sequence","145.78","",""
"06/03/2023 16:00:00 - 06/03/2023 17:00:00","BZN|FI","Without Sequence","152.00","",""
"06/03/2023 17:00:00 - 06/03/2023 18:00:00","BZN|FI","Without Sequence","162.03","",""
"06/03/2023 18:00:00 - 06/03/2023 19:00:00","BZN|FI","Without Sequence","184.87","",""
"06/03/2023 19:00:00 - 06/03/2023 20:00:00","BZN|FI","Without Sequence","176.81","",""
"06/03/2023 20:00:00 - 06/03/2023 21:00:00","BZN|FI","Without Sequence","149.99","",""
"06/03/2023 21:00:00 - 06/03/2023 22:00:00","BZN|FI","Without Sequence","133.60","",""
"06/03/2023 22:00:00 - 06/03/2023 23:00:00","BZN|FI","Without Sequence","120.65","",""
"06/03/2023 23:00:00 - 07/03/2023 00:00:00","BZN|FI","Without Sequence","111.45","",""
"07/03/2023 00:00:00 - 07/03/2023 01:00:00","BZN|FI","Without Sequence","128.71","",""
"07/03/2023 01:00:00 - 07/03/2023 02:00:00","BZN|FI","Without Sequence","120.07","",""
"07/03/2023 02:00:00 - 07/03/2023 03:00:00","BZN|FI","Without Sequence","117.22","",""
"07/03/2023 03:00:00 - 07/03/2023 04:00:00","BZN|FI","Without Sequence","116.89","",""
"07/03/2023 04:00:00 - 07/03/2023 05:00:00","BZN|FI","Without Sequence","117.21","",""
"07/03/2023 05:00:00 - 07/03/2023 06:00:00","BZN|FI","Without Sequence","127.40","",""
"07/03/2023 06:00:00 - 07/03/2023 07:00:00","BZN|FI","Without Sequence","139.13","",""
"07/03/2023 07:00:00 - 07/03/2023 08:00:00","BZN|FI","Without Sequence","136.68","",""
"07/03/2023 08:00:00 - 07/03/2023 09:00:00","BZN|FI","Without Sequence","130.09","",""
"07/03/2023 09:00:00 - 07/03/2023 10:00:00","BZN|FI","Without Sequence","123.91","",""
"07/03/2023 10:00:00 - 07/03/2023 11:00:00","BZN|FI","Without Sequence","150.00","",""
"07/03/2023 11:00:00 - 07/03/2023 12:00:00","BZN|FI","Without Sequence","120.01","",""
"07/03/2023 12:00:00 - 07/03/2023 13:00:00","BZN|FI","Without Sequence","117.22","",""
"07/03/2023 13:00:00 - 07/03/2023 14:00:00","BZN|FI","Without Sequence","134.99","",""
"07/03/2023 14:00:00 - 07/03/2023 15:00:00","BZN|FI","Without Sequence","126.95","",""
"07/03/2023 15:00:00 - 07/03/2023 16:00:00","BZN|FI","Without Sequence","106.67","",""
"07/03/2023 16:00:00 - 07/03/2023 17:00:00","BZN|FI","Without Sequence","117.66","",""
"07/03/2023 17:00:00 - 07/03/2023 18:00:00","BZN|FI","Without Sequence","145.14","",""
"07/03/2023 18:00:00 - 07/03/2023 19:00:00","BZN|FI","Without Sequence","149.49","",""
"07/03/2023 19:00:00 - 07/03/2023 20:00:00","BZN|FI","Without Sequence","129.23","",""
"07/03/2023 20:00:00 - 07/03/2023 21:00:00","BZN|FI","Without Sequence","113.35","",""
"07/03/2023 21:00:00 - 07/03/2023 22:00:00","BZN|FI","Without Sequence","112.39","",""
"07/03/2023 22:00:00 - 07/03/2023 23:00:00","BZN|FI","Without Sequence","68.04","",""
"07/03/2023 23:00:00 - 08/03/2023 00:00:00","BZN|FI","Without Sequence","57.42","",""
"08/03/2023 00:00:00 - 08/03/2023 01:00:00","BZN|FI","Without Sequence","73.61","",""
"08/03/2023 01:00:00 - 08/03/2023 02:00:00","BZN|FI","Without Sequence","71.01","",""
"08/03/2023 02:00:00 - 08/03/2023 03:00:00","BZN|FI","Without Sequence","70.07","",""
"08/03/2023 03:00:00 - 08/03/2023 04:00:00","BZN|FI","Without Sequence","83.32","",""
"08/03/2023 04:00:00 - 08/03/2023 05:00:00","BZN|FI","Without Sequence","107.78","",""
"08/03/2023 05:00:00 - 08/03/2023 06:00:00","BZN|FI","Without Sequence","114.57","",""
"08/03/2023 06:00:00 - 08/03/2023 07:00:00","BZN|FI","Without Sequence","137.30","",""
"08/03/2023 07:00:00 - 08/03/2023 08:00:00","BZN|FI","Without Sequence","158.53","",""
"08/03/2023 08:00:00 - 08/03/2023 09:00:00","BZN|FI","Without Sequence","173.10","",""
"08/03/2023 09:00:00 - 08/03/2023 10:00:00","BZN|FI","Without Sequence","163.00","",""
"08/03/2023 10:00:00 - 08/03/2023 11:00:00","BZN|FI","Without Sequence","152.99","",""
"08/03/2023 11:00:00 - 08/03/2023 12:00:00","BZN|FI","Without Sequence","144.17","",""
"08/03/2023 12:00:00 - 08/03/2023 13:00:00","BZN|FI","Without Sequence","137.17","",""
"08/03/2023 13:00:00 - 08/03/2023 14:00:00","BZN|FI","Without Sequence","135.10","",""
"08/03/2023 14:00:00 - 08/03/2023 15:00:00","BZN|FI","Without Sequence","137.42","",""
"08/03/2023 15:00:00 - 08/03/2023 16:00:00","BZN|FI","Without Sequence","141.08","",""
"08/03/2023 16:00:00 - 08/03/2023 17:00:00","BZN|FI","Without Sequence","144.47","",""
